id,preco
13518783164498355150900635905895481162,78218.07498521548
299896161723793383246777788797566040330,97474.66479058577
316180649972302128246133616457018378621,253162.54133069652
222527157104148385909188217274642813298,101612.13315529385
160460343059850745858546502614838368036,99114.4634261064
262727202368986244371977784343233436999,64683.97783005578
254093764205800086330999281077926851120,147341.24563214803
26118184613036116787803832945215674478,190023.57268533827
216524630140335566712794225427064313,225094.85988950465
185631381169816366226494379020452029389,259482.65858785133
193325654448132563278364141820152041311,117385.54123191297
238917637717691361625086479663492481749,110372.63404637003
55430829679256880238551444522175018156,71722.23789195364
215317645068876070368783807654911699750,239074.9932920612
81597227204971961501733390453078413740,163842.58634285786
144896666825908872755051834814298387194,84569.56727964732
184599608599423525451999366981389806783,129646.04169072722
332523842755767369964829329030378044388,123621.8134598272
115343777354602647202140618045743635008,172598.09188010616
20757170217235469489036110086071917277,88280.14372383409
185526399598537813925895625787601650168,110772.2220085859
60658042813489826886245400795986219027,95439.54907767521
252469656136469704862465423825396909961,281443.14730897936
144289133420257677937750963126363910239,36328.590279353724
286704706212186527658783613441315754259,118738.89179197443
104788498292328609834480593297039083847,74558.67077037787
83091551517048057678460117003997132666,239687.10534364093
253819240599250454081144283787356606601,69951.4638965229
47552100267769170589122325402191982347,146172.75294125587
143932540867090135955180920741784357244,165304.0867805049
196345985565471044954698780677909306202,191057.89489834188
244792708737468723430839923035345593106,67983.56196493389
84589940414664494482357035061818012137,80887.80923854641
272199586960887794853261858460695880945,129438.64404924808
49959439507026713714422386346459644032,47949.72379616936
281026519311657672970881937258693325762,65065.072763744996
93074564150014753673961081882123830374,170134.75215729684
26728401390792884431172378844166640182,389749.3891096574
188211565885838356078706489204052877949,61597.109868989806
72487946181948797581370306862646034491,119134.01001447432
228864048115975611203958077134700148633,143365.9487642038
112454259487642510247400972640243226784,122490.73570061779
222663295482952330188872827964862490542,54871.09945624724
174300102534868734265445704595501072047,98474.29248669118
65616068149477861830943576277231644996,128423.96194730944
12512429268260634755522419284910697215,212020.84501075858
336344009530167442733355949279054127993,39443.82481106942
79522286518792634854353998912967788405,74213.77213375526
82689802293775881487902613650793199776,150394.64854818457
145087209205382180995284342956932775590,96852.66342637346
148379644220249469735831915363404593938,85106.52752900553
81783415914068556337040372580510327746,93847.37567408159
17392005129747944984443660408573750669,71924.38298563764
221003909581330971303914733428302885356,192791.033634296
32270994133870633595828638411924379558,124179.07299631335
44743423162474884539743903954385097896,123290.06485594391
256739781367016694034266877805520625472,214779.21704052758
102069821313289958956134954896763391138,154791.68878706428
295239204594155572903470420706758961711,87168.61186872258
217043924033496343963491521400562422856,127371.05957287952
230630223901851276472648163541398202700,70530.78426218856
228794583325189840821498523768389390979,58440.7178337835
226883211751919793077312253417502568887,116270.39048681482
178727794896076301413017290746899811351,69865.15861883703
233324434070255280697734700180958891999,123227.1200380834
120196782885257163651164953359063822616,46457.69665565724
307587965035124177469706843302286678852,70311.48156200438
147918433942232310306879997092064646229,67546.41356854686
322862357217576382174561616320866894896,132660.02802490722
239523402888574028389406143855331971634,345658.0481800089
113509983214540261664688743850173663995,86422.9491485988
109891169875096641331353504149265117244,159857.46386779114
14047284765259674200352849951505593080,125456.18291413727
185048785858081984334746723407963750558,136944.87716387483
233408161489868303803711823496315975517,37052.27633519476
271868823659695867806389462405507434039,135596.02699951007
234266752075173490649523075655294035700,92528.3145897725
135193714861901808768224625797727405125,75325.85874448271
65383514239248595231552479759479421653,119989.49984522241
763500554236946546082152173974002095,77536.21205666907
263071556455718053803505933844459615897,106539.95173095686
251187863725990533753089128740859478739,50709.819852859226
254288424794027625207128200628830798586,221713.3187712622
286319605986498380547161295324785273852,169273.17315630813
18156444762146185587945140921021289232,91776.60664533274
132399590521100913284690334248594447552,69641.51157606645
103484450878268999171337512911053865440,227075.72671368584
3912270241651523146374566983699340012,306212.9531790014
289442719100949424990356122406061188257,73749.08661213622
78107569099680024366542029001316825040,76147.29756966035
35630579392702895703343792092821020757,140815.35159330018
180495442974534219664033650975071179678,96160.7210409222
310808003231123687601982759789167595573,87300.44273578095
281412885789869246852489114984059535931,87300.44273578095
115834922999693545296191213987693964898,86848.29306990758
5731801982113473737231393645963779999,118338.48754184766
256716164818036322373140286568690396129,136793.57323888253
287091925155434474451326927701130603179,149594.99535317073
34260218896401614964439670738816901101,78027.34838866472
129711525134942617432200032446355408594,70204.66982138327
63813447393601008165654825811986411111,62276.810528814625
233957718806307342910872106898233148735,111475.64764420659
138508589382193076883186189654019084427,120600.44279429727
171762617476835661595108367117122969376,79476.95222499229
7122736344425113322294078330615663312,51075.6413680356
32931879047335602142815671990698948947,77420.8878222825
230483121396274655509988841957998046697,129311.00340173511
315766672381283490639653109260892751611,86650.67171785672
301104161774368724925476221283740970391,58673.28178682593
227510606246395701960366267332503216714,68839.72520276239
228659121972304442863099815886729581779,102265.98000439296
68086809059173658965599732460689150208,196068.91484894123
169041392389609942283143480484429958744,61567.960189453275
149581053128777628511664656027161538796,81480.40419412234
66252420228989686258481184814476626799,260292.40877020807
262859967351480229982146627310415934358,114417.67483045929
317829998963593347122303395131613360494,112750.16199161031
24887841704125448157191892411715521315,211444.83129589708
230199425899098091542244974035896211783,106556.29492794517
74011957647759301081569160773746930781,276875.2303717291
144733803448319336946178686862337261379,97463.08191254102
142405383752199423425786993458884627343,105598.5568818635
173324636074769296529189625730653285809,96527.97669892828
155561347177954121142041908188975524664,117833.37365186354
86026435063413102427450773798842306387,110747.62616780562
229257356284378921190587377871031567334,41893.68125159344
249214025842220849314985638373204146912,106076.24641679779
83473208885390680674963932777363338591,121054.42761581195
180580369832354477560560602690825188300,83805.12596837514
259490022068441742630539072459542535148,155625.48835807075
120796267956232721185119513957760631683,273793.94831066206
241430542672617103205615601633306372934,353079.4786432063
53091847780640456849632756954612576434,95692.00544624723
171977066567630375608946040261692762526,162667.63393073628
201914625874463660453645362442088079106,141855.93673212492
84059384063449374632880341259583908854,132939.26417552118
328387208591072585760315241990965355447,239792.0856026787
17154426494022331794126934878064958948,248666.68334205428
192000139416378047888346422176422040661,79397.71421877302
180081646479210699334128198669796160399,223205.30229315851
253986101323166575416961447245174692901,59293.63757774752
82036269311688064017582673374303244526,137188.05132203165
333919908274208141229966147873771212013,131112.16229994965
313704772228414954684896419439906454998,107500.58233627878
215781134391040786413193932814799270790,82558.824455273
323576127340260635108064420738794619615,127369.53020639002
21266736316299428255003871822385501006,70563.88859005895
186277892327196401769009247007141845185,235349.23766523149
118653739393882803347822121960128540090,73328.22168828303
178402222675267324741137977644713188119,113689.68978300618
14111625130403982018582213981963028060,289646.8001705684
325687469192316037825715120219693138391,159000.12624733715
338873463459304189674358773507615464140,80609.93543020649
245440709240117885881946071499467553000,172879.16896809108
3992284778362807624983933766586748960,118493.6379892987
177917688273646190120585781998870609412,128175.46822294816
307183333739200840624177841605072041043,59950.236953579915
335470794133402209198153397416379022899,136345.95790711459
203204241445015520264242319199812317633,69894.79138737089
134385257647410245621873088337082618012,106464.79974903363
6540687257921476537365937337199234069,188114.27984093037
203239807831030319375520809440266391745,73217.98500172158
39376528018535015868934510381824165952,356910.12314831954
333342898325227485720191018314201595565,164507.53953501993
216088076765437530118227326459456970218,57770.07480345572
294256168413360318515649740566516009388,76209.32666558442
249324748703273289890304775287749567094,100187.37474845798
227934818343215729770705513085856574374,51592.14703198414
157501721120159053919391416852016284295,131708.8143204511
297125857657343693187052534926914461136,88052.0884542619
87136029063634093621956857943240285302,57029.11971144377
199891203388386369979675076525848750178,59187.66042243495
102123055616796056444516517520597098387,88558.94751080734
